date,page,visits,orders,revenue,device,channel
2025-06-04,/about-us,224,1,176.42,Mobile,Paid Search
2025-07-10,/category/computing,412,22,1478.38,Desktop,Paid Search
2025-07-11,/product/phone-holder,269,9,276.2,Desktop,Organic Search
2025-05-16,/contact,185,0,86.93,Mobile,Paid Search
2025-07-06,/product/tablet-stand,447,24,838.84,Tablet,Paid Search
2025-06-11,/category/audio,899,11,662.35,Mobile,Direct
2025-05-06,/product/wireless-headphones,450,26,2321.36,Desktop,Direct
2025-06-02,/blog/gaming-setup-guide,502,2,130.47,Desktop,Referral
2025-07-03,/product/external-battery,134,4,193.77,Desktop,Paid Search
2025-06-08,/support/shipping-policy,292,0,0,Desktop,Referral
2025-05-19,/product/external-battery,134,9,395.2,Mobile,Paid Search
2025-07-02,/,177,1,46.27,Desktop,Direct
2025-04-20,/product/external-battery,173,11,427.68,Desktop,Email
2025-04-21,/support/shipping-policy,94,0,0,Desktop,Organic Search
2025-05-08,/product/wireless-headphones,36,1,129.06,Desktop,Paid Search
2025-07-03,/product/wireless-keyboard,300,4,400.52,Mobile,Organic Search
2025-05-16,/blog/wireless-vs-wired,165,1,142.19,Mobile,Paid Search
2025-05-21,/about-us,181,0,87.97,Mobile,Paid Search
2025-04-17,/product/usb-cable,297,22,421.45,Mobile,Paid Search
2025-05-04,/category/electronics,622,28,1310.31,Desktop,Organic Search
2025-04-21,/contact,72,0,0,Mobile,Referral
2025-05-25,/category/electronics,73,2,211.13,Desktop,Organic Search
2025-04-29,/product/external-battery,117,3,180.88,Mobile,Paid Search
2025-05-04,/blog/best-headphones-2024,630,6,423.08,Desktop,Organic Search
2025-07-12,/contact,124,0,52.52,Mobile,Direct
2025-07-05,/category/electronics,242,2,182.59,Desktop,Organic Search
2025-04-29,/product/laptop-charger,82,2,97.03,Desktop,Direct
2025-04-20,/product/phone-holder,454,15,454.55,Desktop,Organic Search
2025-06-14,/product/phone-holder,86,2,107.63,Mobile,Organic Search
2025-06-04,/product/tablet-stand,422,20,677.62,Mobile,Organic Search
2025-04-23,/blog/gaming-setup-guide,392,4,316.11,Desktop,Organic Search
2025-06-26,/,184,0,0,Mobile,Email
2025-04-27,/product/phone-holder,333,21,724.34,Mobile,Paid Search
2025-07-03,/about-us,46,0,0,Mobile,Organic Search
2025-04-27,/blog/wireless-vs-wired,701,12,709.6,Desktop,Email
2025-06-01,/category/electronics,823,30,2232.96,Desktop,Organic Search
2025-07-15,/product/bluetooth-speaker,482,37,4483.32,Desktop,Organic Search
2025-05-10,/blog/mobile-accessories-trends,130,1,83.99,Desktop,Paid Search
2025-06-12,/product/phone-holder,207,3,112.17,Mobile,Email
2025-04-28,/contact,167,0,50.38,Mobile,Organic Search
2025-06-10,/product/tablet-stand,399,27,1017.09,Desktop,Paid Search
2025-05-09,/category/computing,79,1,111.36,Mobile,Organic Search
2025-06-21,/about-us,231,0,47.84,Mobile,Paid Search
2025-07-05,/product/bluetooth-speaker,227,12,1501.55,Mobile,Paid Search
2025-06-11,/product/usb-cable,20,1,18.93,Desktop,Referral
2025-07-05,/support/shipping-policy,177,0,52.44,Mobile,Organic Search
2025-06-19,/product/bluetooth-speaker,169,6,853.71,Mobile,Paid Search
2025-07-04,/support/warranty-info,281,0,0,Mobile,Social
2025-07-12,/,219,0,60.54,Mobile,Organic Search
2025-04-29,/product/tablet-stand,497,48,1605.75,Desktop,Paid Search
2025-05-16,/blog/gaming-setup-guide,589,4,300.79,Mobile,Organic Search
2025-06-20,/category/accessories,920,21,1530.45,Desktop,Social
2025-07-09,/product/gaming-mouse,39,0,73.54,Tablet,Paid Search
2025-05-18,/category/audio,354,8,696.79,Desktop,Organic Search
2025-05-05,/blog/mobile-accessories-trends,199,3,171.38,Desktop,Email
2025-05-18,/product/phone-holder,77,4,142.16,Desktop,Paid Search
2025-06-12,/category/audio,527,12,845.78,Desktop,Paid Search
2025-05-01,/,174,0,0,Mobile,Social
2025-05-23,/about-us,137,0,0,Desktop,Organic Search
2025-07-16,/product/wireless-keyboard,341,12,947.57,Desktop,Email
2025-07-04,/category/accessories,280,10,464.39,Mobile,Paid Search
2025-04-21,/contact,85,0,0,Mobile,Direct
2025-06-17,/product/laptop-charger,357,20,963.95,Desktop,Email
2025-06-08,/product/gaming-mouse,359,19,1304.21,Mobile,Paid Search
2025-06-15,/support/shipping-policy,69,0,0,Mobile,Organic Search
2025-05-30,/product/smartphone-case,475,22,589.06,Desktop,Direct
2025-06-21,/product/laptop-charger,441,20,1036.85,Desktop,Direct
2025-04-27,/product/bluetooth-speaker,384,28,3503.61,Desktop,Paid Search
2025-07-05,/product/gaming-mouse,90,3,181.77,Desktop,Paid Search
2025-06-06,/support/warranty-info,43,0,0,Mobile,Organic Search
2025-07-12,/blog/best-headphones-2024,465,6,392.62,Mobile,Paid Search
2025-04-20,/category/accessories,190,3,259.43,Mobile,Referral
2025-06-18,/product/wireless-headphones,236,10,952.47,Mobile,Organic Search
2025-07-02,/support/shipping-policy,46,0,0,Desktop,Organic Search
2025-05-19,/product/phone-holder,172,2,80.24,Mobile,Organic Search
2025-05-09,/product/wireless-headphones,77,4,460.85,Mobile,Paid Search
2025-06-22,/product/usb-cable,296,8,171.71,Desktop,Social
2025-05-14,/product/external-battery,336,15,568.36,Desktop,Organic Search
2025-07-02,/category/electronics,565,12,983.58,Mobile,Paid Search
2025-04-23,/product/usb-cable,342,22,440.73,Mobile,Paid Search
2025-07-03,/product/wireless-keyboard,149,3,298.89,Desktop,Social
2025-07-12,/category/accessories,354,7,467.76,Mobile,Direct
2025-05-05,/product/usb-cable,413,27,540.27,Desktop,Paid Search
2025-04-22,/product/smartphone-case,464,19,484.55,Desktop,Organic Search
2025-05-03,/blog/best-headphones-2024,196,0,73.09,Tablet,Organic Search
2025-05-27,/product/laptop-charger,134,4,233.97,Tablet,Paid Search
2025-04-29,/blog/mobile-accessories-trends,337,3,150.26,Desktop,Paid Search
2025-05-17,/blog/mobile-accessories-trends,693,6,383.35,Mobile,Direct
2025-05-17,/product/tablet-stand,26,0,25.67,Mobile,Direct
2025-07-13,/product/smartphone-case,461,12,307.74,Mobile,Social
2025-05-02,/about-us,215,0,0,Desktop,Paid Search
2025-05-17,/blog/mobile-accessories-trends,598,9,633.66,Desktop,Referral
2025-07-09,/,250,1,143.1,Tablet,Organic Search
2025-07-02,/product/wireless-headphones,248,11,1026.54,Mobile,Email
2025-05-26,/about-us,253,1,78.55,Desktop,Paid Search
2025-04-22,/product/wireless-headphones,191,4,410.96,Tablet,Organic Search
2025-04-29,/product/bluetooth-speaker,252,14,1948.45,Mobile,Organic Search
2025-06-11,/product/usb-cable,147,5,120.26,Tablet,Referral
2025-04-20,/about-us,277,1,138.78,Tablet,Paid Search
2025-05-10,/product/wireless-keyboard,244,1,130.92,Mobile,Social
2025-05-01,/support/warranty-info,46,0,0,Desktop,Social
2025-05-25,/category/accessories,315,16,1006.76,Desktop,Paid Search
2025-06-16,/product/gaming-mouse,325,16,975.27,Desktop,Organic Search
2025-05-01,/support/shipping-policy,100,0,0,Desktop,Direct
2025-05-17,/blog/best-headphones-2024,476,7,520.29,Desktop,Direct
2025-07-14,/contact,261,1,90,Desktop,Organic Search
2025-06-10,/product/usb-cable,309,4,92.82,Mobile,Social
2025-06-07,/category/audio,995,33,2217.44,Desktop,Direct
2025-04-20,/category/accessories,422,7,440.57,Mobile,Direct
2025-05-12,/blog/mobile-accessories-trends,557,7,421.88,Desktop,Organic Search
2025-04-22,/product/tablet-stand,383,8,304.93,Mobile,Organic Search
2025-05-23,/contact,199,0,59.93,Mobile,Paid Search
2025-06-06,/category/audio,230,2,120.58,Tablet,Social
2025-05-14,/product/wireless-headphones,161,13,1194.9,Tablet,Paid Search
2025-06-14,/category/computing,847,10,576.55,Mobile,Paid Search
2025-07-06,/contact,57,0,0,Mobile,Direct
2025-05-16,/product/laptop-charger,317,9,457.81,Mobile,Referral
2025-06-09,/product/wireless-keyboard,464,34,2719.68,Mobile,Paid Search
2025-04-20,/product/phone-holder,208,5,169.24,Mobile,Direct
2025-06-28,/category/audio,657,19,1231.71,Desktop,Organic Search
2025-04-19,/product/wireless-keyboard,203,12,1013.52,Desktop,Organic Search
2025-05-16,/product/wireless-headphones,24,0,0,Desktop,Organic Search
2025-07-13,/support/shipping-policy,121,0,0,Desktop,Organic Search
2025-04-27,/category/accessories,640,30,2320.23,Tablet,Paid Search
2025-05-05,/,63,0,0,Desktop,Direct
2025-04-24,/category/audio,387,10,540.08,Desktop,Referral
2025-04-22,/product/phone-holder,35,0,27.39,Mobile,Organic Search
2025-05-05,/support/warranty-info,53,0,0,Mobile,Email
2025-05-03,/blog/gaming-setup-guide,180,0,64.47,Tablet,Paid Search
2025-05-11,/product/wireless-headphones,54,1,149.56,Mobile,Organic Search
2025-06-30,/category/audio,717,7,624.92,Tablet,Organic Search
2025-05-29,/contact,234,0,59.33,Tablet,Direct
2025-06-22,/about-us,134,0,67.29,Mobile,Paid Search
2025-05-23,/support/warranty-info,234,1,56.73,Desktop,Organic Search
2025-05-07,/product/gaming-mouse,64,3,199.14,Desktop,Organic Search
2025-06-25,/category/computing,859,16,1086.63,Mobile,Paid Search
2025-06-22,/product/laptop-charger,293,16,825.9,Desktop,Referral
2025-04-18,/category/computing,128,2,150.34,Mobile,Email
2025-07-13,/,165,0,0,Tablet,Organic Search
2025-06-08,/product/wireless-keyboard,434,6,538.11,Desktop,Social
2025-06-02,/category/accessories,509,13,1103.02,Mobile,Organic Search
2025-06-09,/product/laptop-charger,224,9,514.86,Mobile,Organic Search
2025-05-14,/blog/wireless-vs-wired,594,10,552.93,Desktop,Paid Search
2025-05-14,/blog/gaming-setup-guide,726,10,802.13,Mobile,Paid Search
2025-06-30,/product/bluetooth-speaker,210,10,1416.31,Desktop,Email
2025-07-15,/product/bluetooth-speaker,68,4,641.8,Desktop,Organic Search
2025-04-18,/blog/wireless-vs-wired,98,0,45.37,Mobile,Referral
2025-05-11,/contact,92,0,0,Mobile,Social
2025-07-14,/product/wireless-keyboard,225,16,1425.09,Mobile,Paid Search
2025-05-17,/product/smartphone-case,250,21,527.61,Desktop,Paid Search
2025-05-21,/support/warranty-info,23,0,0,Desktop,Organic Search
2025-07-14,/support/shipping-policy,33,0,0,Mobile,Paid Search
2025-07-02,/category/accessories,817,18,1184.3,Desktop,Organic Search
2025-05-29,/blog/gaming-setup-guide,250,1,105.22,Mobile,Organic Search
2025-05-17,/contact,285,1,104.89,Mobile,Paid Search
2025-06-17,/product/phone-holder,385,12,387.86,Mobile,Paid Search
2025-05-05,/category/electronics,845,26,1534.88,Mobile,Organic Search
2025-06-12,/product/phone-holder,45,3,98.26,Mobile,Paid Search
2025-05-10,/category/electronics,621,22,953.45,Desktop,Email
2025-05-19,/blog/wireless-vs-wired,451,5,431.97,Mobile,Direct
2025-04-30,/,98,0,0,Mobile,Email
2025-04-21,/product/laptop-charger,366,7,377.64,Mobile,Social
2025-07-02,/product/phone-holder,193,4,134.14,Mobile,Direct
2025-06-27,/product/phone-holder,172,1,60.64,Mobile,Social
2025-05-14,/product/bluetooth-speaker,318,10,1402.53,Desktop,Email
2025-06-16,/support/shipping-policy,209,0,62.56,Mobile,Organic Search
2025-07-05,/product/bluetooth-speaker,343,14,2042.4,Mobile,Organic Search
2025-05-26,/category/accessories,953,32,2141.41,Desktop,Direct
2025-05-04,/about-us,147,0,27.77,Desktop,Social
2025-07-04,/support/shipping-policy,95,0,0,Mobile,Paid Search
2025-07-07,/product/wireless-keyboard,178,12,1009.88,Desktop,Organic Search
2025-04-28,/category/computing,460,7,333.62,Mobile,Referral
2025-05-13,/product/wireless-keyboard,328,12,1095.42,Mobile,Organic Search
2025-06-13,/product/wireless-headphones,254,15,1309.91,Mobile,Paid Search
2025-07-10,/product/usb-cable,371,10,196.95,Mobile,Organic Search
2025-05-10,/product/external-battery,77,3,172.87,Mobile,Paid Search
2025-05-21,/product/laptop-charger,362,19,1032.67,Tablet,Organic Search
2025-05-16,/product/bluetooth-speaker,220,9,1122.73,Mobile,Referral
2025-05-17,/category/computing,370,7,285.05,Desktop,Referral
2025-06-25,/product/laptop-charger,342,19,925.28,Mobile,Organic Search
2025-05-08,/product/external-battery,399,31,1332.08,Desktop,Direct
2025-05-21,/product/gaming-mouse,352,40,2201.61,Desktop,Paid Search
2025-07-14,/product/phone-holder,135,9,283.62,Desktop,Direct
2025-04-17,/,162,0,0,Desktop,Email
2025-04-28,/product/laptop-charger,352,17,866.77,Tablet,Referral
2025-04-25,/category/electronics,476,14,610.9,Mobile,Organic Search
2025-06-29,/product/external-battery,62,1,65.19,Mobile,Organic Search
2025-07-05,/blog/mobile-accessories-trends,654,12,923.01,Desktop,Organic Search
2025-06-15,/product/bluetooth-speaker,173,2,336.5,Mobile,Social
2025-05-25,/category/electronics,145,3,298.95,Mobile,Paid Search
2025-06-21,/product/tablet-stand,207,14,506.26,Desktop,Referral
2025-04-26,/product/wireless-headphones,339,10,922.85,Mobile,Paid Search
2025-07-04,/product/phone-holder,102,3,109.99,Desktop,Social
2025-05-09,/product/bluetooth-speaker,334,20,2588.86,Mobile,Organic Search
2025-06-04,/,200,0,0,Desktop,Direct
2025-06-10,/support/shipping-policy,93,0,0,Mobile,Organic Search
2025-05-16,/product/usb-cable,285,10,233.45,Tablet,Organic Search
2025-04-28,/product/smartphone-case,330,15,406.58,Mobile,Referral
2025-05-11,/support/shipping-policy,13,0,0,Mobile,Direct
2025-05-26,/product/gaming-mouse,153,10,694.37,Desktop,Organic Search
2025-05-24,/product/wireless-headphones,203,10,909.24,Tablet,Paid Search
2025-05-11,/product/phone-holder,219,4,160.4,Mobile,Organic Search
2025-07-12,/blog/gaming-setup-guide,571,9,754.25,Desktop,Organic Search
2025-05-19,/product/wireless-keyboard,251,10,913.65,Mobile,Paid Search
2025-06-23,/category/audio,496,18,996.41,Mobile,Paid Search
2025-04-21,/blog/gaming-setup-guide,465,6,408.97,Tablet,Organic Search
2025-05-23,/product/tablet-stand,155,1,74.39,Mobile,Social
2025-06-05,/support/shipping-policy,73,0,0,Mobile,Social
2025-06-13,/product/phone-holder,114,2,89.56,Mobile,Direct
2025-06-29,/category/accessories,217,9,793.23,Desktop,Organic Search
2025-07-07,/blog/gaming-setup-guide,656,10,709.94,Tablet,Direct
2025-06-17,/about-us,9,0,0,Mobile,Paid Search
2025-07-03,/category/computing,340,7,404.18,Desktop,Organic Search
2025-04-29,/blog/wireless-vs-wired,434,3,242.59,Mobile,Paid Search
2025-05-02,/blog/mobile-accessories-trends,555,6,306.77,Desktop,Paid Search
2025-07-01,/support/warranty-info,179,0,0,Desktop,Paid Search
2025-06-14,/product/wireless-keyboard,488,10,780.78,Desktop,Social
2025-07-04,/about-us,210,1,98.48,Desktop,Paid Search
2025-06-11,/category/computing,510,16,1185.48,Desktop,Organic Search
2025-05-20,/blog/best-headphones-2024,36,0,0,Desktop,Paid Search
2025-07-15,/about-us,16,0,0,Mobile,Organic Search
2025-06-11,/support/warranty-info,31,0,0,Mobile,Email
2025-06-12,/product/smartphone-case,51,0,22.08,Mobile,Organic Search
2025-06-23,/product/phone-holder,417,26,840.93,Mobile,Organic Search
2025-06-13,/product/laptop-charger,182,7,372.97,Desktop,Referral
2025-06-09,/category/computing,795,22,1634.2,Desktop,Paid Search
2025-04-26,/blog/mobile-accessories-trends,765,6,493.36,Mobile,Direct
2025-07-13,/product/laptop-charger,206,8,402.49,Mobile,Organic Search
2025-06-28,/contact,97,0,0,Desktop,Paid Search
2025-06-03,/support/shipping-policy,227,1,87.16,Desktop,Paid Search
2025-05-22,/category/electronics,827,36,2602.28,Desktop,Organic Search
2025-06-08,/category/computing,927,33,2672.86,Desktop,Organic Search
2025-05-16,/blog/wireless-vs-wired,371,2,113.55,Mobile,Direct
2025-05-20,/product/tablet-stand,417,18,591.28,Mobile,Organic Search
2025-07-15,/blog/mobile-accessories-trends,621,4,287.68,Desktop,Organic Search
2025-06-13,/product/laptop-charger,163,8,448.85,Mobile,Direct
2025-05-29,/product/bluetooth-speaker,451,27,3327.73,Desktop,Referral
2025-05-28,/,256,1,77.85,Desktop,Paid Search
2025-06-04,/product/external-battery,273,14,537.46,Mobile,Email
2025-06-08,/product/usb-cable,274,6,136.29,Mobile,Social
2025-06-08,/blog/mobile-accessories-trends,73,0,33.53,Desktop,Social
2025-06-21,/category/accessories,276,2,163.99,Desktop,Email
2025-04-19,/product/smartphone-case,445,12,300.68,Mobile,Social
2025-06-29,/category/audio,665,9,803.91,Mobile,Direct
2025-07-04,/about-us,111,0,0,Mobile,Direct
2025-06-20,/category/accessories,200,8,715.55,Desktop,Organic Search
2025-06-18,/blog/best-headphones-2024,378,4,349.29,Desktop,Organic Search
2025-04-23,/product/wireless-keyboard,208,6,499.55,Mobile,Organic Search
2025-05-11,/category/computing,270,3,284.16,Tablet,Organic Search
2025-05-14,/about-us,137,0,0,Desktop,Social
2025-06-04,/,130,0,0,Mobile,Paid Search
2025-07-12,/product/gaming-mouse,110,2,124.46,Mobile,Direct
2025-06-09,/product/smartphone-case,254,15,393.05,Desktop,Referral
2025-04-23,/blog/best-headphones-2024,245,3,245.05,Tablet,Direct
2025-05-25,/product/phone-holder,453,18,535.67,Desktop,Direct
2025-06-10,/product/tablet-stand,355,18,583.96,Desktop,Organic Search
2025-05-18,/category/audio,505,19,1459.2,Desktop,Paid Search
2025-06-21,/support/shipping-policy,288,1,96.91,Mobile,Direct
2025-06-19,/product/phone-holder,411,21,664.22,Mobile,Paid Search
2025-06-03,/support/shipping-policy,144,1,106.5,Desktop,Paid Search
2025-05-23,/blog/gaming-setup-guide,749,6,454.43,Tablet,Organic Search
2025-05-11,/blog/best-headphones-2024,787,9,544.44,Mobile,Paid Search
2025-04-20,/product/usb-cable,253,7,137.69,Mobile,Direct
2025-06-16,/product/external-battery,22,0,0,Mobile,Email
2025-06-17,/category/computing,528,12,664.88,Tablet,Paid Search
2025-06-12,/category/accessories,254,6,262.81,Desktop,Paid Search
2025-06-16,/product/wireless-keyboard,343,20,1540.52,Tablet,Organic Search
2025-07-01,/product/bluetooth-speaker,413,6,854.58,Mobile,Direct
2025-06-29,/product/phone-holder,388,6,197.87,Mobile,Organic Search
2025-06-06,/category/accessories,793,13,693.04,Mobile,Email
2025-05-24,/product/phone-holder,185,7,236.79,Desktop,Organic Search
2025-05-29,/about-us,221,0,0,Tablet,Organic Search
2025-05-10,/product/wireless-keyboard,452,27,2467.95,Mobile,Paid Search
2025-06-11,/product/bluetooth-speaker,333,20,2815.82,Desktop,Email
2025-04-18,/product/bluetooth-speaker,143,6,877.16,Mobile,Paid Search
2025-06-29,/product/smartphone-case,45,1,35.58,Desktop,Paid Search
2025-05-26,/support/warranty-info,190,1,72.17,Desktop,Paid Search
2025-07-02,/,261,0,71.45,Tablet,Organic Search
2025-05-27,/product/smartphone-case,54,1,43.52,Mobile,Organic Search
2025-05-27,/blog/gaming-setup-guide,240,2,159.86,Mobile,Organic Search
2025-05-22,/category/audio,486,6,459.05,Tablet,Paid Search
2025-06-16,/blog/best-headphones-2024,455,9,627.09,Desktop,Organic Search
2025-07-08,/category/computing,573,21,840.06,Desktop,Paid Search
2025-06-15,/support/warranty-info,215,0,0,Desktop,Social
2025-06-05,/blog/mobile-accessories-trends,170,1,84.8,Mobile,Organic Search
2025-06-03,/,73,0,0,Mobile,Direct
2025-07-02,/support/warranty-info,196,0,0,Desktop,Organic Search
2025-04-25,/product/phone-holder,377,11,312.25,Desktop,Direct
2025-05-16,/product/wireless-headphones,383,10,1081.87,Mobile,Paid Search
2025-06-19,/category/computing,980,7,308.96,Mobile,Social
